reviewId,neg,neu,pos,compound,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sortOrder,appId
f0d206eb-2628-4963-9d3e-f06ddb883e27,0.0,0.843,0.157,0.8766,Elizabeth Conley,https://play-lh.googleusercontent.com/a-/AOh14GhoIgKkW36Qwq-WoCe8CFTsF8Kv1OjIewXHcsHbtQ,"I've waited 3 weeks paitiently . I have checked my mail box, it isn't at my front door. My first time actually ordering from here, and I haven't been more frustrated. I also have more coming. It's a great app I just need some genuine help. I've tried calling and it says "" this service is not available"" I've texted and went on live chat.",1,241,6.15.2,2021-07-03 06:05:58,"Dear customer,

We are glad you are satisfied with our items.Thank you for your feedback, we will work hard to improve our product range. Have a nice day!

Best regards,
Yoins Team",2021-06-18 12:30:14,newest,com.yoinsapp
5c73e125-39d8-4381-ba0f-efc982251644,0.312,0.688,0.0,-0.8848,Monana Atef,https://play-lh.googleusercontent.com/a/AATXAJxfRWa4wXCSb_8rzL2lP8nhM26K-L_X8yU2OYZo=mo,It was very very bad experience Size is nothing like the charts And totally different from the pictures i really not gonna recommend this to anyone it's a waste of money,1,2,,2021-05-25 21:04:32,"Dear customer,

Thank you for choosing Yoins and we apologize for any inconvenience caused.

Due to insufficient information, and in order to safeguard your personal information. We regret to inform you that we are not able to assist you in a better way here. Would you please contact us at vipservice@yoins.com.

Best regards,
June",2021-05-27 10:37:19,newest,com.yoinsapp
6028b01c-b4f1-41c4-8fb0-1c029665d0ab,0.0,0.0,0.0,0.0,Beto Center,https://play-lh.googleusercontent.com/a/AATXAJxr3Q5SNgPgPJQxBI_AYwIBE9CLXqV-_BNlQ_kH=mo,🙏,1,0,6.13.4,2021-05-24 12:32:43,"Dear customer,

If you have any inquiries, please do not hesitate to contact us at any time. Would you please contact us at vipservice@yoins.com？

Best regards,
Yoins Team",2021-05-25 10:45:06,newest,com.yoinsapp
ec37b36b-091a-4c5c-832a-6c7e743c8f3b,0.037,0.907,0.056,0.204,Makell White,https://play-lh.googleusercontent.com/a-/AOh14GhCdj5N3aWVh9_F56nG84r9qvd9RelpAnwuqO8n,I'm very disappointed with how things turned out. I live in the U.S. I attempted to place a order 3 times for $200. My funds were readily available in both my debit and credit card (I am a navy Federal holder). The charge was placed on my card once for my credit card and once for my debit card.. On the app and site itd say processing for 1 day then gets canceled saying declined... now I have $400 being held until it falls off. I attempted getting customer service assistance and nothing was done.,1,144,6.13.4,2021-05-12 19:08:30,"Dear customer,

Thank you for choosing Yoins and we apologize for any inconvenience caused.

Due to insufficient information, and in order to safeguard your personal information. We regret to inform you that we are not able to assist you in a better way here. Would you please contact us at vipservice@yoins.com.
June",2021-05-13 11:56:43,newest,com.yoinsapp
1407f324-120c-4516-ae8c-6a431c66a82c,0.061,0.778,0.161,0.6808,Bree Beale,https://play-lh.googleusercontent.com/a-/AOh14GiimBfu20Tj52oy5JsThT7dGbNO99h0sH-FIa01,I can't seem to bring any items up. I click the categories but it says empty. I love the curve section but sizes start from size 18 UK so too big for me.,1,6,,2021-05-05 15:48:36,"Dear customers,

We apologize for the inconvenience.

Thank you for your feedback. We have repaired our system. We suggest that you can download the app for shopping.

If you have any questions, please feel free to contact us at vipservice@yoins.com

Sincerely,
yoins team",2021-06-28 09:59:57,newest,com.yoinsapp
c133c895-f7a6-4830-921c-c134d0e24358,0.26,0.512,0.228,-0.2006,Stephy Koo,https://play-lh.googleusercontent.com/a/AATXAJyvrUtpd0Rh8mwYCjRVwxIUT38XErZOTuC6UJLp=mo,"Very bad app... Nothing to view when u click on their categories like tops, dresses. Waste my time",1,1,,2021-05-02 06:30:09,"Dear customers,

We apologize for the inconvenience.

Thank you for your feedback. We have repaired our system. We suggest that you can download the app for shopping.

If you have any questions, please feel free to contact us at vipservice@yoins.com

Best regards,
yoins team",2021-06-28 10:00:51,newest,com.yoinsapp
be248bb5-e19e-416c-9994-f83f7e821afd,0.16,0.701,0.138,-0.4001,Varsha Natraj,https://play-lh.googleusercontent.com/a-/AOh14Gj55Ov0fno9RE3IX6t1gR7-yAozAdYHFEBixw7UCA,"I was really happy with the collection of clothes and was very excited to shop from them. But, it doesn't ship to India! It's such a disappointment! 😢",1,21,6.12.2,2021-04-25 19:16:43,"Dear customer,thank you for your attention.Due to logistics restrictions, we have not shipped to India for the time being. Sorry for the inconvenience.
June",2021-04-27 09:13:01,newest,com.yoinsapp
5c1c3bd6-1ebe-4633-8e60-f2ad902fc4d5,0.179,0.739,0.082,-0.782,Janna Altinsoy,https://play-lh.googleusercontent.com/a/AATXAJxLiaOLp0aeMstuu-jPvpMZONGDBUFB0Lnv3QAB3w=mo,"Looked at leggings, main picture showed textured, great quality leggings, following pictures were all sub standard printed with the fake texture. Also can only look via searching specific things, if I click a category, they're all 'empty in here'. Bad app, bad quality clothes. Update: no it doesn't mean the product is sold out, the entire category says 'empty in here', are all dresses in all sizes sold out? Are all tops in all categories sold out?",1,195,6.12.2,2021-04-15 11:45:10,"Dear customers,

We apologize for the inconvenience.

Thank you for your feedback. We have repaired our system. We suggest that you can download the app for shopping.

If you have any questions, please feel free to contact us at vipservice@yoins.com

Best regards,
yoins team",2021-06-28 10:01:56,newest,com.yoinsapp
ccf0f03d-4796-4183-865b-55fd83c0384a,0.0,1.0,0.0,0.0,Kanishka Shakya,https://play-lh.googleusercontent.com/a/AATXAJx_vkghayhxW55yG69c1PtNFrQ2E3fy6zAb6nAr=mo,When is your app willing to ship to India? I'm waiting for so long now,1,0,6.7.0,2021-03-27 11:08:41,"Hello, dear. Thank you for your attention. Due to logistics restrictions, we are temporarily unable to determine when to resume shipping to India. June",2021-04-01 11:02:03,newest,com.yoinsapp
9cfaf13a-185b-4847-badb-89202ea92018,0.0,1.0,0.0,0.0,Amit Choudhary,https://play-lh.googleusercontent.com/a-/AOh14GgmHRinTjpB34p3T3wkDcpgvCiH-GDf02C508qbxQ,Not able to buy products in India.,1,0,,2021-02-21 05:39:53,"Hello, dear. Sorry, due to logistics restrictions, we have not shipped to India at the moment. June",2021-02-23 04:58:16,newest,com.yoinsapp
cbbf6d2a-2cff-4892-a0b6-68a1c127b72d,0.169,0.831,0.0,-0.7078,Jenn Ven,https://play-lh.googleusercontent.com/a-/AOh14Ggik-st3VR-IxOEcoFqxF475vO_Ad4AtCHKZaThHQ,"Clothing sizes are not accurate, they are extremely cheaply made and look absolutely NOTHING like in the pictures...I wasted over $100 just to bag it up and take it to goodwill!",1,6,,2021-02-13 14:02:48,"Dear customer,

Thank you for choosing Yoins and we apologize for any inconvenience caused.

Due to insufficient information, and in order to safeguard your personal information. We regret to inform you that we are not able to assist you in a better way here. Would you please contact us at vipservice@yoins.com?

Best regards,
June",2021-02-23 05:03:16,newest,com.yoinsapp
4d352b3c-52e0-4cad-9de9-993ef38faef1,0.0,1.0,0.0,0.0,Monika Mukherjee,https://play-lh.googleusercontent.com/a-/AOh14GgmtqRjYi9iG--c8qZ2mMa3_RhK5SYxewr0bUeBvQ,It's not delivered to India,1,1,6.8.1,2020-12-09 14:20:56,,,newest,com.yoinsapp
94dd336e-f4f3-483a-82ba-69608153cd62,0.0,1.0,0.0,0.0,Vignesh Waran,https://play-lh.googleusercontent.com/a/AATXAJyzJHx3IV3doAWCsZPnklM9Klr8_aY6_rNq36MB=mo,Not for India. Can't place order from India,1,3,6.8.1,2020-12-09 03:58:48,"Hello, my dear. very sorry. Due to mail restrictions, we have not shipped to India temporarily.",2020-12-09 08:24:51,newest,com.yoinsapp
6fc1e0b9-2c10-4dc1-a10c-0c81d0d738c2,0.12,0.88,0.0,-0.5256,Jonas Wolf,https://play-lh.googleusercontent.com/a-/AOh14Gi_Zcy3AnMf-XMMAk-I1N9yBdIxNxsdWnIW589l6g,"Not using it anymore products are cheap and knock-off versions of the pictures. Very sad, spent around £100 to receive things that I literally threw away after.",1,32,6.5.1,2020-10-09 20:11:19,"Dear customer,

Thank you for choosing Yoins and we apologize for any inconvenience caused.

Due to insufficient information, and in order to safeguard your personal information. We regret to inform you that we are not able to assist you in a better way here. Would you please contact us at vipservice@yoins.com.

Best regards,
June",2020-10-13 10:54:30,newest,com.yoinsapp
211a4e58-d978-4de3-88e5-8c2a04db4d57,0.145,0.855,0.0,-0.8847,Samantha Bennett,https://play-lh.googleusercontent.com/a/AATXAJyRfRUO3cR4UU_VmcpHTmuQWQrcuLV7QsvYsx5L=mo,My order was incorrect when I received it. They sent out a completely different item to what I'd ordered. Tried multiple times to contact them about it but have never had a response. I don't know what else to do so I won't be shopping with them again. There is a high risk of wasting money here when they are getting orders wrong and not being able to contact them.,1,36,6.5.1,2020-10-06 07:24:10,"Dear customer,

Thank you for choosing Yoins and we apologize for any inconvenience caused.

Due to insufficient information, and in order to safeguard your personal information. We regret to inform you that we are not able to assist you in a better way here. Would you please contact us at vipservice@yoins.com.

Best regards,
June",2020-10-09 06:36:12,newest,com.yoinsapp
7242bf19-e7ef-4d99-a2f7-b55e80fa181d,0.065,0.935,0.0,-0.1027,Dithebe Rorisang,https://play-lh.googleusercontent.com/a/AATXAJwEaJM2osikrTnVy2e5AoX8MGk761waY9x94IVy=mo,Since I ordered 2 dress I haven't receive them till today even a feedback for what's going on with my order and I did pay ............,1,2,,2020-09-26 22:20:09,"Estimado cliente,

Gracias por elegir Yoins y nos disculpamos por cualquier inconveniente causado.

Por falta de información y con el fin de salvaguardar su información personal. Lamentamos informarle que no podemos ayudarlo de una mejor manera aquí. ¿Podría contactarnos en vipservice@yoins.com?

Atentamente,
June",2020-09-29 11:14:25,newest,com.yoinsapp
842da983-0a8f-454f-b6d5-9744be85c388,0.0,1.0,0.0,0.0,Aditi Kamble,https://play-lh.googleusercontent.com/a-/AOh14GiMrr434cWt85Nk6w1adfX7QYqiIHx5JJOXwv3wkg,Not available in India,1,2,,2020-08-23 16:37:25,"Hello, my dear. We are sorry for the inconvenience caused to you. Due to mail restrictions, we are temporarily unable to ship to India. June",2020-08-24 05:00:46,newest,com.yoinsapp
9feed48a-675b-408f-92a1-aef9b5779685,0.0,0.0,1.0,0.4404,METAB CHAUHAN,https://play-lh.googleusercontent.com/a-/AOh14GjFJLE6WCyRVj811dpMPYZhaZjrZXZPcZtJHRuA5Q,Good 2,1,0,6.3.2,2020-08-04 15:54:02,,,newest,com.yoinsapp
8f96a946-1760-4bbd-8e74-c2e5e2066777,0.0,0.748,0.252,0.4019,RSS India Technology,https://play-lh.googleusercontent.com/a-/AOh14GieX7dVJ4YXT6lw8tpSI9qL5G4LZeJoBfkfxzQT3g,This weekend🍕🏠🎉 and I'm still waiting⏳ for looking appreciate,1,3,6.2.0,2020-08-02 06:05:59,"Thank you for your feedback, and we apologize. Sorry for any inconveniences caused.
Because we can't find your order information, so for more detailed information about after-sales issues, please contact us at cservice@yoins.com, and you will get a reply within 24 hours. Please indicate your order number or personal information.  June",2020-08-04 10:34:51,newest,com.yoinsapp
ca0a4ec4-4378-4663-8ea0-9f6b6fd88aa5,0.097,0.794,0.108,0.0772,Breanna Whiteside,https://play-lh.googleusercontent.com/a-/AOh14GihRqR7U08h4IYwfTAevovJ400K8wD-GEk908L4Ew,Every time I try to add something to my bag it always says network error buh other then that that have alot of cute clothes,1,1,,2020-07-30 08:16:36,"Dear customer, thank you for your attention and recognition of the product. We recommend that you try another browser. If you have more pre-sales questions, please contact us by the following way: Contact us by email(cservice@yoins.com);
Have a nice day.June",2020-07-31 09:59:32,newest,com.yoinsapp
f852309a-639a-4b76-bbb8-733e90b81628,0.097,0.794,0.108,0.0772,JUST REAL,https://play-lh.googleusercontent.com/a-/AOh14Ggglw4JUlf9rkcTlZJZcviRV2r_r02ezu9il9_pXg,Every time I try to add something to my bag it always says network error buh other then that that have alot of cute clothes,1,39,6.2.0,2020-07-30 08:16:06,"Dear customer, thank you for your attention and recognition of the product. We recommend that you try another browser. If you have more pre-sales questions, please contact us by the following way: Contact us by email(cservice@yoins.com);
Have a nice day.June",2020-07-31 09:59:40,newest,com.yoinsapp
39a7fc31-87d9-469b-a4f5-807a23df604c,0.0,1.0,0.0,0.0,Anshu Nandwani,https://play-lh.googleusercontent.com/a/AATXAJwo34NknpnLdiOX4XUf6wmcwFE6bQxpzOT38zQQ=mo,Too expensive app,1,4,6.2.0,2020-07-27 18:49:58,"Dear customer, we are sorry to leave you such an impression. We have pre-sale and after-sale services. Please contact us if you have any questions. Contact us by email(cservice@yoins.com)  June",2020-07-31 10:16:00,newest,com.yoinsapp
80cd42fe-2a1b-4e4a-af12-586f3be8b2a4,0.0,1.0,0.0,0.0,Deb L Scott,https://play-lh.googleusercontent.com/a-/AOh14Gj9arJ7RHbfhg9ebdcoFyGcJ-c0peCPEimFvv8lqA,"Money was taken immediately took a couple of days to verify funds, items in backorder a couple weeks after ordering still in the order purchasing stage.",1,4,,2020-06-16 06:28:05,"Hi love, we apologize for the inconvenience caused. For more details on after-sale problem, could you please contact us via cservice@yoins.com and you will get a reply within 24 hours. 
June",2020-07-31 10:35:17,newest,com.yoinsapp
1f8567c7-bc9a-481b-b53d-756a7a67f747,0.087,0.888,0.025,-0.5277,Jamal ALmatary,https://play-lh.googleusercontent.com/a/AATXAJxwe_-gn44I4fWSaOx4FKNmdATIDaY2OpezwKJS=mo,"over 2 weeks from my expected delievery date and still didn't get my order, and can't get a refund because as they say ""your order is already shipped"" but to this day it still didn't arrive. just seriously spare your self the trouble and shop somewhere else you don't want to wait this long and leave yourself hanging until they decide to finally deliever your order(which they still didn't).",1,4,5.11.1,2020-05-29 16:28:29,,,newest,com.yoinsapp
ceee5fcc-6510-4624-8a73-abd9fe72f959,0.11,0.89,0.0,-0.5719,Juris Legotins,https://play-lh.googleusercontent.com/a-/AOh14GjLDgujzMH_d5C2K08M8rEVu_R9mcUue3cAIccVdw,Don't by anything here. I am waiting for three months to receive my order and all i get from them is wait for one more week over and over again. This is a scam.,1,3,5.12.3,2020-05-22 20:16:04,,,newest,com.yoinsapp
3c79b823-ade2-4a9c-8e9a-9a8928ef64d6,0.0,1.0,0.0,0.0,شاكر عبدالله,https://play-lh.googleusercontent.com/a-/AOh14GhkbhO4qXnrniZgYnUnBrrYljLNNvOZfYCA4JVfgh0,لا انصح بالشراء منه. الموقع يفتقد إلى الاحترافية ومعرفة المخزون حال الطلب. تجد بعد عشرة أيام يطلبون منك تغيير احد المنتجات، وبعد خمسة أيام يطلبون تغيير منتج بسبب اللون أو المقاس. تجربة سيئة,1,1,5.12.3,2020-05-19 15:51:34,,,newest,com.yoinsapp
3b41a056-ea05-417d-88e0-f97e3d795a78,0.186,0.814,0.0,-0.6249,Saira amjad,https://play-lh.googleusercontent.com/a-/AOh14GiW3GwByGkX0iP8ze7_FoENnGg3lZJTWlrFL-0TB1w,"Worst app, even after 1 month you are still waiting, item ll be delivered or not.wastage of money and time.",1,20,5.12.3,2020-05-16 09:16:52,,,newest,com.yoinsapp
52894c53-8ee6-4267-92f2-98e2fbfee95d,0.138,0.692,0.17,0.128,Heather Gayler,https://play-lh.googleusercontent.com/a/AATXAJxXr6DD3HzrYYd3XGMsOlOTrIRP8Te0jIJFdxf9=mo,Company doesn't ship we purchased items 3 weeks ago no item or customer support,1,2,5.12.3,2020-05-14 07:28:39,,,newest,com.yoinsapp
d2a91710-9158-4295-ad70-95ef476723e6,0.026,0.95,0.025,-0.0147,Kimberley Hughes,https://play-lh.googleusercontent.com/a-/AOh14Gjnh-oRClAq6OgAQJaIEWi-z4TJGSKAEblkEstP1Q,"ordered lots of items and wasnt told it was out of stock, said on the receipt back order but I didn't know what it meant so didn't think anything of it, the email didn't say. I have messaged the company twice asking what's going on and where my order is but they haven't bothered to reply 🙄if I don't get any information by the end of the week I will just cancel my order. Don't understand why you say on the site that you have items in stock but then when I've paid for them you say they aren't 😑",1,6,5.12.0,2020-05-07 14:07:43,,,newest,com.yoinsapp
0e53d704-04a8-4272-aadb-5729dfc02206,0.0,1.0,0.0,0.0,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Do yous ship to africa ethiopia,1,1,,2020-03-13 13:09:56,"Dear all bout health,

Thank you for your review.

We can ship the parcel to the country Ethiopia. You can choose the standard tracked shipping or express shipping. For more details about the shipping method and shipping fee, please refer to our Shipping policy on link,http://suo.im/5NgogP 

Best regards,
JOE WANG",2020-03-18 09:39:07,newest,com.yoinsapp
a9145f9e-9631-48ce-82d7-d9dbe8f6978c,0.395,0.501,0.104,-0.9491,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Scammers go to hell! Thank you for scamming me and all my friends. After the hardwork we did you cancelled our orders and gave us stupid reason. Wasted time and money! Worst and terrible scammers!,1,3,5.7.0,2020-03-03 09:35:28,"Dear Ana,

We are sorry to inform you that your order was defined as the malicious orders as you were against our bargain rule, our system detected that most of your ""get it free"" items were bargained by the same helpers. Therefore we canceled your order and have refunded the shipping fee you paid. 

Sorry for the inconvenience.

Best regards,
Yuki",2020-03-05 04:03:39,newest,com.yoinsapp
121dbfcb-306a-48a9-bebb-5a3599d12605,0.077,0.923,0.0,-0.5994,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"There was no arrangements for me to get my parcel it was suppose to be dropped at the given adress where there is people 24/7, and this post isn't about me getting half my money it's about your customer and communication nonsense. In the future call your customers when parcels is delivered or send a email, my parcel never got to me.",1,9,5.6.3,2020-02-26 21:29:39,"Dear Malgas,

According to the record, the parcel was failed to deliver because no one picks it up within the requested time. As we also been charged for the returned order, we can only offer a 60% refund or collect 40% of the item price to resend. 

As you accepted the 60% refund, we have processed it. please check your email.

Best regards,
Yuki",2020-02-25 08:24:40,newest,com.yoinsapp
71f15ff4-3592-4a47-9a02-59a0300a2e80,0.0,1.0,0.0,0.0,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Itry36,1,2,5.7.0,2020-02-05 18:43:25,"Dear morad,

Thank you for your comment. We are sorry to hear that you are not satisfied with our service. 

If you need any assistance, please feel free to contact us via our email: cservice@yoins.com 
Facebook: https://goo.gl/s84jN1 

Best regards,
Yuki",2020-02-10 03:09:12,newest,com.yoinsapp
c57084e8-5e1d-445f-9df3-15fcb29a266b,0.238,0.665,0.098,-0.8558,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,It's a terrible app can't even return an item going to waste don't try it it's not great service at all want to resets my last password it's didn't get through no reply in emails if you buy and you wish to return you will lose your money unfortunately.,1,36,5.6.10,2020-01-08 12:38:25,"Dear saber,

Sorry to hear that you are not satisfied with our items and service. We always reply to emails within 24 hours, please check your spam as well to find our email.

We have 30 days return policy:  http://bit.ly/2SO9ktK. Please feel free to contact us via cservice@yoins.com for aftersales service. 

Best regards,
Yuki",2020-01-09 11:04:37,newest,com.yoinsapp
2f906779-70fc-471d-a771-0840d0893613,0.0,1.0,0.0,0.0,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I couldn't open the app,1,1,,2020-01-05 17:21:56,"Dear Ponnen,

Thank you for notifying us of your trouble.

Our app can be used normally. There might be some unknown mistake. We suggest you try to uninstall the app and download again. Or you can also visit our website (https://www.yoins.com/) to shop.

For more problems please contact us via cservice@yoins.com.

Best regards,
Yuki",2020-01-06 08:46:15,newest,com.yoinsapp
7159571d-1611-4fb8-afa6-37e985db5586,0.083,0.748,0.169,0.722,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I like the ad there have nice things but when u order it's takes very long time for the to reply , unstill I have to go live chat ,is not good, I have place my order for same dress like 5 times but no response .only today I do live chat b4 someone could chat with me. U still I receive my order then I will be happy .",1,28,5.6.10,2020-01-03 05:37:07,"Dear Zah,

Live chat is available for 24 hours. But due to the different time zone and huge consultations, there might be a slight delay or omission.We are very sorry for the inconvenience caused, and we try our best to improve the service level.

Please view more contact points here: http://bit.ly/35iz2Ky

Kind regards.
Yuki",2020-01-03 08:28:51,newest,com.yoinsapp
5c85d9b9-436b-4fed-a588-ce516bc204f9,0.0,1.0,0.0,0.0,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Money theives!!!! I paid for products they never delivered, I don't advise anyone to buy anything from them",1,4,5.6.7,2019-12-25 13:45:53,"Dear Mazrooei,

Sorry for all the inconvenience.

During international shipping, the parcel might be lost or delayed due to unavoidable conditions, would you mind contacting us via cservice@yoins.com and provide us your order information to help us confirm the order status? We will try our best to offer acceptable solutions.

Best regards,
Yuki",2019-12-26 09:45:27,newest,com.yoinsapp
